Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"1152 W TAYLOR ST, CHICAGO, IL",-87.6563155,41.8696264,60607,A-HD,17174170390000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,64065,72798,727980,7277,45561,52838,7277,45561,52838,2013,77,592,CITY,77002,132,1152,W,TAYLOR ,ST,4,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Partial and Unfinished,None,1,0,2 Cars Detached,124,5121,2911,     ,        ,1,2,6/1/2002,389144,0,0,                  ,,0,,0,0,     
"1150 W TAYLOR ST, CHICAGO, IL",-87.656226,41.8696158,60607,A-HD,17174170400000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,39332,48065,480650,7277,32852,40129,7277,37932,45209,2013,77,592,CITY,77002,132,1150,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,1,Frame/Masonry ,2,0,Partial and Unfinished,None,1,0,2 Cars Detached,127,1929,2911,     ,        ,0,2,10/1/2013,210000,1,99217,Appeal Review Complete       ,Assessed Value Adjusted,38,Assessed Value Adjusted,51861,48065,10/19/2015
"1149 W TAYLOR ST, CHICAGO, IL",-87.6561371,41.8692169,60607,A-HD,17174260280000,211,"Two to Six Apartments, Over 62 Years                                                         ",8097,38587,46684,466840,6747,34095,40842,6747,34095,40842,2013,77,592,CITY,77002,132,1149,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,137,3870,2699,     ,        ,0,0,     ,0,1,6099932,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,51362,46684,10/19/2015
"1147 W TAYLOR ST, CHICAGO, IL",-87.6560648,41.8692187,60607,A-HD,17174260290000,211,"Two to Six Apartments, Over 62 Years                                                         ",8400,35945,44345,443450,7000,33085,40085,7000,33085,40085,2013,77,592,CITY,77002,132,1147,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,1,0,2 Cars Detached,137,1920,2800,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1144 W TAYLOR ST, CHICAGO, IL",-87.6560542,41.8696139,60607,A-HD,17174170420000,211,"Two to Six Apartments, Over 62 Years                                                         ",8733,37867,46600,466000,7277,46848,54125,7277,46848,54125,2013,77,592,CITY,77002,132,1144,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,132,1932,2911,     ,        ,0,0,5/1/2015,466000,1,96086,Appeal Review Complete       ,Assessed Value Adjusted,38,Assessed Value Adjusted,68824,57143,12/4/2015
"1145 W TAYLOR ST, CHICAGO, IL",-87.6559548,41.8692234,60607,A-HD,17174260300000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8400,41696,50096,500960,7000,43608,50608,7000,43608,50608,2013,77,592,CITY,77002,132,1145,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,1,Frame/Masonry ,1,1,Partial and Unfinished, ,1,0,2 Cars Attached,54,3082,2800,     ,        ,0,0,     ,0,1,97491,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,60963,50096,10/19/2015
"1142 W TAYLOR ST, CHICAGO, IL",-87.6559543,41.8696139,60607,A-HD,17174170430000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,89708,98441,984410,7277,88003,95280,7277,88003,95280,2013,77,592,CITY,77002,132,1142,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,4,Full and Unfinished,None,1,3, ,112,4459,2911,     ,        ,0,0,4/1/2015,950000,0,0,                  ,,0,,0,0,     
"1140 W TAYLOR ST, CHICAGO, IL",-87.6558711,41.869607,60607,A-HD,17174170440000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,51603,60336,603360,7277,43935,51212,7277,43935,51212,2013,77,592,CITY,77002,132,1140,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,124,4032,2911,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1141 W TAYLOR ST, CHICAGO, IL",-87.6558538,41.8692173,60607,A-HD,17174260310000,211,"Two to Six Apartments, Over 62 Years                                                         ",8400,37211,45611,456110,7000,28691,35691,7000,31596,38596,2013,77,592,CITY,77002,132,1141,W,TAYLOR ,ST,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,132,2904,2800,     ,        ,0,2,1/1/1998,220000,1,96200,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,47316,45611,10/19/2015
"1138 W TAYLOR ST, CHICAGO, IL",-87.6557776,41.869623,60607,A-HD,17174170450000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,44534,53267,532670,7277,41458,48735,7277,41458,48735,2013,77,592,CITY,77002,132,1138,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,1,Masonry    ,4,0,Partial and Unfinished, ,2,0,1 Car Detached,124,2664,2911,     ,        ,1,1,8/1/2014,538606,0,0,                  ,,0,,0,0,     
"1137 W TAYLOR ST, CHICAGO, IL",-87.6556549,41.8692226,60607,A-HD,17174260330000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8400,66833,75233,752330,7000,76142,83142,7000,76142,83142,2013,77,592,CITY,77002,132,1137,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,2,Masonry    ,4,4,Slab and Unfinished,None,1,0, ,8,6569,2800,     ,        ,1,2,7/1/2003,250000,1,107200,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,77827,75233,10/19/2015
"1132 W TAYLOR ST, CHICAGO, IL",-87.6555965,41.8696112,60607,A-HD,17174170470000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8733,47347,56080,560800,7277,38355,45632,7277,40912,48189,2013,77,592,CITY,77002,132,1132,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,0,Partial and Unfinished, ,2,0, ,124,3750,2911,     ,        ,0,1,9/1/2003,490000,1,105587,Appeal Review Complete       ,Assessed Value Adjusted,38,Assessed Value Adjusted,59071,56080,10/19/2015
"706 S MAY ST, CHICAGO, IL",-87.6555935,41.8727424,60607,A-HD,17174090380000,211,"Two to Six Apartments, Over 62 Years                                                         ",6750,32541,39291,392910,5625,29489,35114,5625,29489,35114,2013,77,592,CITY,77002,132,706,S,MAY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Slab and Unfinished, ,2,0, ,133,2123,2250,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"724 S MAY ST, CHICAGO, IL",-87.6555869,41.8722486,60607,A-HD,17174090470000,211,"Two to Six Apartments, Over 62 Years                                                         ",6819,37410,44229,442290,5682,29820,35502,5682,29820,35502,2013,77,592,CITY,77002,132,724,S,MAY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,1 1/2 Car Detached,107,3360,2273,     ,        ,0,2,11/1/2011,355000,1,109384,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,49038,44229,10/19/2015
"704 S MAY ST, CHICAGO, IL",-87.6555864,41.8728114,60607,A-HD,17174090550000,211,"Two to Six Apartments, Over 62 Years                                                         ",6786,57414,64200,642000,5655,36267,41922,5655,36267,41922,2013,77,592,CITY,77002,132,704,S,MAY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,4,4,Full and Apartment,None,1,0, ,7,4333,2262,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"710 S MAY ST, CHICAGO, IL",-87.6555845,41.8726332,60607,A-HD,17174090400000,211,"Two to Six Apartments, Over 62 Years                                                         ",6750,34003,40753,407530,5625,30535,36160,5625,30535,36160,2013,77,592,CITY,77002,132,710,S,MAY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,127,1672,2250,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"726 S MAY ST, CHICAGO, IL",-87.6555835,41.8721951,60607,A-HD,17174090480000,211,"Two to Six Apartments, Over 62 Years                                                         ",6819,35726,42545,425450,5682,32264,37946,5682,32264,37946,2013,77,592,CITY,77002,132,726,S,MAY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,1 1/2 Car Detached,107,3064,2273,     ,        ,0,2,8/1/2002,400000,1,98017,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,48191,42545,10/19/2015
"728 S MAY ST, CHICAGO, IL",-87.6555726,41.8721396,60607,A-HD,17174090270000,211,"Two to Six Apartments, Over 62 Years                                                         ",4620,38277,42897,428970,3850,35641,39491,3850,35641,39491,2013,77,592,CITY,77002,132,728,S,MAY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame     ,3,0,Full and Unfinished,None,2,0,1 Car Detached,102,3393,1540,     ,        ,1,1,9/1/2007,550000,1,95207,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,42897,42897,10/19/2015
"730 S MAY ST, CHICAGO, IL",-87.6555652,41.8720874,60607,A-HD,17174090280000,211,"Two to Six Apartments, Over 62 Years                                                         ",4620,36401,41021,410210,3850,36557,40407,3850,36557,40407,2013,77,592,CITY,77002,132,730,S,MAY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,1,0,1 1/2 Car Detached,113,3480,1540,     ,        ,1,1,6/24/1998,28364,1,95206,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,50447,44626,10/19/2015
"1133 W TAYLOR ST, CHICAGO, IL",-87.6555637,41.869224,60607,A-HD,17174260340000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8400,64257,72657,726570,7000,75989,82989,7000,75989,82989,2013,77,592,CITY,77002,132,1133,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,2,Masonry    ,4,4,Slab and Unfinished,None,1,0, ,13,6569,2800,     ,        ,1,1,5/1/2006,2102500,1,107200,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,77412,72657,10/19/2015
"1030 S MAY ST, CHICAGO, IL",-87.6555024,41.8684865,60607,A-HD,17174260440000,211,"Two to Six Apartments, Over 62 Years                                                         ",11520,41608,53128,531280,9600,38877,48477,9600,38877,48477,2013,77,592,CITY,77002,132,1030,S,MAY ,ST,GARD ,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,4,0,Full and Apartment,None,2,0,2 Cars Detached,137,4739,3840,     ,        ,0,1,12/1/2002,604000,0,0,                  ,,0,,0,0,     
"1028 S MAY ST, CHICAGO, IL",-87.6554926,41.8685532,60607,A-HD,17174260430000,211,"Two to Six Apartments, Over 62 Years                                                         ",11520,44853,56373,563730,9600,40177,49777,9600,40177,49777,2013,77,592,CITY,77002,132,1028,S,MAY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,6,0,Full and Unfinished,None,2,0,1 1/2 Car Detached,102,6393,3840,     ,        ,0,1,3/1/2000,491500,1,98041,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,60144,56373,10/19/2015
"1016 S MAY ST, CHICAGO, IL",-87.6554915,41.8688861,60607,A-HD,17174260380000,211,"Two to Six Apartments, Over 62 Years                                                         ",11520,51861,63381,633810,9600,39399,48999,9600,51076,60676,2013,77,592,CITY,77002,132,1016,S,MAY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,102,2000,3840,     ,        ,0,0,     ,0,1,100155,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,89545,89545,10/19/2015
"1131 W TAYLOR ST, CHICAGO, IL",-87.6554743,41.8692358,60607,A-HD,17174260350000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8400,55258,63658,636580,7000,45405,52405,7000,45405,52405,2013,77,592,CITY,77002,132,1131,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0,1 1/2 Car Detached,134,4410,2800,     ,        ,0,2,12/1/2013,725000,0,0,                  ,,0,,0,0,     
"1129 W TAYLOR ST, CHICAGO, IL",-87.6553937,41.8692466,60607,A-HD,17174260360000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8400,74830,83230,832300,7000,52777,59777,7000,52777,59777,2013,77,592,CITY,77002,132,1129,W,TAYLOR ,ST,1ST ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,2,Full and Unfinished,None,1,0,2 1/2 Cars Detched,122,2485,2800,     ,        ,0,0,     ,0,1,108500,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,99426,83230,10/19/2015
"1123 W VERNON PARK PL, CHICAGO, IL",-87.6550968,41.8728327,60607,A-HD,17174100010000,211,"Two to Six Apartments, Over 62 Years                                                         ",15600,103360,118960,1189600,13000,96314,109314,13000,96314,109314,2013,77,592,CITY,77002,132,1123,W,VERNON PARK ,PL, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,3960,5200,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1120 W TAYLOR ST, CHICAGO, IL",-87.6550887,41.8696597,60607,A-HD,17174180040000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8250,61929,70179,701790,6875,77263,84138,6875,77263,84138,2013,77,592,CITY,77002,132,1120,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,1,Masonry    ,4,1,Full and Unfinished,None,1,0,2 Cars Detached,142,3164,2750,     ,        ,0,0,     ,0,1,97937,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,96415,81216,10/19/2015
"1119 W TAYLOR ST, CHICAGO, IL",-87.6550732,41.869209,60607,A-HD,17174270010000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7410,51555,58965,589650,6175,44723,50898,6175,44723,50898,2013,77,592,CITY,77002,132,1119,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,1,Masonry    ,4,0,Partial and Unfinished, ,2,0, ,124,4900,2470,     ,        ,1,2,12/1/2000,427338,1,104905,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,58965,58965,10/19/2015
"1116 W TAYLOR ST, CHICAGO, IL",-87.6550186,41.8696621,60607,A-HD,17174180050000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",9600,100483,110083,1100830,8000,54665,62665,8000,54665,62665,2013,77,592,CITY,77002,132,1116,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,0,Full and Unfinished,None,1,0, ,17,6545,3200,     ,        ,0,1,7/1/2014,1100000,0,0,                  ,,0,,0,0,     
"1116 W POLK ST, CHICAGO, IL",-87.6549456,41.871976,60607,A-HD,17174100210000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,66777,74277,742770,6250,57696,63946,6250,78555,84805,2013,77,592,CITY,77002,132,1116,W,POLK ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,4,0,Full and Unfinished,None,2,0, ,127,3918,2500,     ,        ,0,0,     ,0,1,86042,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,81673,74277,10/19/2015
"1114 W TAYLOR ST, CHICAGO, IL",-87.6549108,41.8696757,60607,A-HD,17174180060000,211,"Two to Six Apartments, Over 62 Years                                                         ",11250,70939,82189,821890,9375,60790,70165,9375,60790,70165,2013,77,592,CITY,77002,132,1114,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,4,0,Full and Unfinished,None,2,0, ,132,3084,3750,     ,        ,0,2,9/1/2013,785000,0,0,                  ,,0,,0,0,     
"1115 W VERNON PARK PL, CHICAGO, IL",-87.6548991,41.8728063,60607,A-HD,17174100030000,211,"Two to Six Apartments, Over 62 Years                                                         ",7800,41079,48879,488790,6500,33691,40191,6500,33691,40191,2013,77,592,CITY,77002,132,1115,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,1,Full and Unfinished, ,1,0,2 Cars Attached,127,3316,2600,     ,        ,0,0,     ,0,1,108470,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,48879,48879,10/19/2015
"1114 W POLK ST, CHICAGO, IL",-87.6548828,41.8719888,60607,A-HD,17174100220000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,40543,48043,480430,6250,37999,44249,6250,37999,44249,2013,77,592,CITY,77002,132,1114,W,POLK ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished,None,2,0, ,124,3897,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1112 W TAYLOR ST, CHICAGO, IL",-87.6547979,41.8696757,60607,A-HD,17174180070000,211,"Two to Six Apartments, Over 62 Years                                                         ",11250,38826,50076,500760,9375,35967,45342,9375,35967,45342,2013,77,592,CITY,77002,132,1112,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Slab and Unfinished,None,2,0, ,137,4548,3750,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1111 W TAYLOR ST, CHICAGO, IL",-87.6547776,41.8692593,60607,A-HD,17174270040000,211,"Two to Six Apartments, Over 62 Years                                                         ",7125,41004,48129,481290,5937,38186,44123,5937,38186,44123,2013,77,592,CITY,77002,132,1111,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,1,0, ,137,3200,2375,     ,        ,0,2,5/1/1996,160000,0,0,                  ,,0,,0,0,     
"1109 W TAYLOR ST, CHICAGO, IL",-87.6546933,41.8692634,60607,A-HD,17174270050000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6270,57659,63929,639290,5225,39910,45135,5225,39910,45135,2013,77,592,CITY,77002,132,1109,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,1,Partial and Unfinished,None,1,0, ,134,4419,2090,     ,        ,0,2,5/1/2012,450000,1,110779,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,67743,63929,10/19/2015
"1106 W POLK ST, CHICAGO, IL",-87.6546857,41.8720089,60607,A-HD,17174100240000,211,"Two to Six Apartments, Over 62 Years                                                         ",15000,68175,83175,831750,12500,67436,79936,12500,67436,79936,2013,77,592,CITY,77002,132,1106,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Stucco     ,4,0,Full and Unfinished,None,2,0, ,126,3794,5000,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1108 W TAYLOR ST, CHICAGO, IL",-87.6546822,41.8696342,60607,A-HD,17174180080000,211,"Two to Six Apartments, Over 62 Years                                                         ",9375,37897,47272,472720,7812,35006,42818,7812,35006,42818,2013,77,592,CITY,77002,132,1108,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,124,3960,3125,     ,        ,0,1,1/1/2006,920000,1,106363,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,50711,49232,10/19/2015
"1107 W VERNON PARK PL, CHICAGO, IL",-87.6546109,41.8728185,60607,A-HD,17174100060000,211,"Two to Six Apartments, Over 62 Years                                                         ",7800,35201,43001,430010,6500,33185,39685,6500,33185,39685,2013,77,592,CITY,77002,132,1107,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,127,2552,2600,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1104 W TAYLOR ST, CHICAGO, IL",-87.6545185,41.8696675,60607,A-HD,17174180100000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",9375,62482,71857,718570,7812,51545,59357,7812,51545,59357,2013,77,592,CITY,77002,132,1104,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Slab and Unfinished,None,1,0,3 Cars Attached,122,4421,3125,     ,        ,0,1,10/1/2002,355000,0,0,                  ,,0,,0,0,     
"712 S ABERDEEN ST, CHICAGO, IL",-87.6544956,41.8725643,60607,A-HD,17174100140000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",5803,62597,68400,684000,5803,62597,68400,5803,62597,68400,2013,77,592,CITY,77002,132,712,S,ABERDEEN ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,127,0,3685,8536,0,0,2,12/1/1995,375000,0,0,                  ,,0,,0,0,     
"716 S ABERDEEN ST, CHICAGO, IL",-87.6544874,41.8724813,60607,A-HD,17174100150000,211,"Two to Six Apartments, Over 62 Years                                                         ",8580,35018,43598,435980,7150,36119,43269,7150,36119,43269,2013,77,592,CITY,77002,132,716,S,ABERDEEN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,1,0,2 Cars Detached,128,3450,2860,     ,        ,0,1,4/1/1998,20000,0,0,                  ,,0,,0,0,     
"720 S ABERDEEN ST, CHICAGO, IL",-87.6544844,41.8723289,60607,A-HD,17174100170000,211,"Two to Six Apartments, Over 62 Years                                                         ",8580,37553,46133,461330,7150,28939,36089,7150,28939,36089,2013,77,592,CITY,77002,132,720,S,ABERDEEN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,127,3778,2860,     ,        ,0,0,     ,0,1,106137,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,53714,48283,10/19/2015
"718 S ABERDEEN ST, CHICAGO, IL",-87.6544569,41.8724083,60607,A-HD,17174100160000,211,"Two to Six Apartments, Over 62 Years                                                         ",8580,68335,76915,769150,7150,56103,63253,7150,56103,63253,2013,77,592,CITY,77002,132,718,S,ABERDEEN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,2742,2860,     ,        ,0,0,     ,0,1,108042,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,89564,80459,10/19/2015
"730 S ABERDEEN ST, CHICAGO, IL",-87.6544434,41.8720228,60607,A-HD,17174100270000,211,"Two to Six Apartments, Over 62 Years                                                         ",15510,47697,63207,632070,12925,34986,47911,12925,34986,47911,2013,77,592,CITY,77002,132,730,S,ABERDEEN ,ST,1,CHICAGO,Two Story        ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,1,0,2 Cars Attached,38,4116,5170,     ,        ,0,2,12/1/1993,300000,0,0,                  ,,0,,0,0,     
"1100 W TAYLOR ST, CHICAGO, IL",-87.654412,41.8696355,60607,A-HD,17174180110000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",12186,60218,72404,724040,10155,37664,47819,10155,46246,56401,2013,77,592,CITY,77002,132,1100,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Full and Unfinished,None,1,0,4 Cars Detached,139,5198,4062,     ,        ,0,0,     ,0,1,106032,Appeal Review Complete       ,Assessed Value Adjusted,38,Assessed Value Adjusted,81481,72404,12/4/2015
"1077 W POLK ST, CHICAGO, IL",-87.6541289,41.8716579,60607,A-HD,17174180130000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7200,46940,54140,541400,6000,34984,40984,6000,34984,40984,2013,77,592,CITY,77002,132,1077,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,1,Masonry    ,4,0,Slab and Unfinished,None,2,0,1 Car Attached,134,2024,2400,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1075 W VERNON PARK PL, CHICAGO, IL",-87.6540974,41.8728319,60607,A-HD,17174110010000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7500,30953,38453,384530,6250,25963,32213,6250,25963,32213,2013,77,592,CITY,77002,132,1075,W,VERNON PARK ,PL, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,0,Partial and Unfinished,None,1,0, ,127,8275,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1074 W POLK ST, CHICAGO, IL",-87.6540877,41.8719973,60607,A-HD,17174110180000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,63034,70534,705340,6250,50488,56738,6250,50488,56738,2013,77,592,CITY,77002,132,1074,W,POLK ,ST, ,CHICAGO,Three Story       ,Multi Family  ,2,1,Masonry    ,6,2,Full and Formal Rec. Room,None,1,2,2 Cars Detached,10,4394,2500,     ,        ,0,1,2/1/2005,535000,0,0,                  ,,0,,0,0,     
"1075 W POLK ST, CHICAGO, IL",-87.6540341,41.8716609,60607,A-HD,17174180140000,211,"Two to Six Apartments, Over 62 Years                                                         ",7200,38339,45539,455390,6000,33570,39570,6000,33570,39570,2013,77,592,CITY,77002,132,1075,W,POLK ,ST,2,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,122,2992,2400,     ,        ,0,0,     ,0,1,107792,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,53403,45539,10/19/2015
"931 S ABERDEEN ST, CHICAGO, IL",-87.6540292,41.8698749,60607,A-HD,17174190280000,211,"Two to Six Apartments, Over 62 Years                                                         ",6228,40316,46544,465440,5190,38510,43700,5190,38510,43700,2013,77,592,CITY,77002,132,931,S,ABERDEEN ,ST,1,CHICAGO,Two Story        ,Multi Family  ,4,0,Frame     ,4,0,Full and Unfinished,None,1,0, ,142,3470,2076,     ,        ,0,1,9/1/2006,685000,0,0,                  ,,0,,0,0,     
