Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"723 S ABERDEEN ST, CHICAGO, IL",-87.6540239,41.8722655,60607,A-HD,17174110120000,211,"Two to Six Apartments, Over 62 Years                                                         ",7800,35310,43110,431100,6500,27330,33830,6500,27330,33830,2013,77,592,CITY,77002,132,723,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,127,1936,2600,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1076 W TAYLOR ST, CHICAGO, IL",-87.654021,41.8696601,60607,A-HD,17174190290000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",6635,94552,101187,1011870,6635,63948,70583,6635,63948,70583,2013,77,592,CITY,77002,132,1076,W,TAYLOR ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,132,0,3903,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"905 S ABERDEEN ST, CHICAGO, IL",-87.654019,41.8705203,60607,A-HD,17174190020000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,35766,43266,432660,6250,31555,37805,6250,31555,37805,2013,77,592,CITY,77002,132,905,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame/Masonry ,3,0,Full and Unfinished,None,2,0,1 Car Detached,137,2016,2500,     ,        ,0,1,4/1/2005,485000,0,0,                  ,,0,,0,0,     
"909 S ABERDEEN ST, CHICAGO, IL",-87.6540164,41.8703852,60607,A-HD,17174190040000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,34666,42166,421660,6250,30649,36899,6250,30649,36899,2013,77,592,CITY,77002,132,909,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,2,Slab and Unfinished,None,2,0, ,139,2414,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"719 S ABERDEEN ST, CHICAGO, IL",-87.6540112,41.8724154,60607,A-HD,17174110100000,211,"Two to Six Apartments, Over 62 Years                                                         ",7800,33686,41486,414860,6500,30457,36957,6500,30457,36957,2013,77,592,CITY,77002,132,719,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,127,1928,2600,     ,        ,0,2,4/1/1999,135000,0,0,                  ,,0,,0,0,     
"907 S ABERDEEN ST, CHICAGO, IL",-87.6540101,41.8704535,60607,A-HD,17174190030000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,28288,35788,357880,6250,29320,35570,6250,29320,35570,2013,77,592,CITY,77002,132,907,S,ABERDEEN ,ST,2ND ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0,1 Car Detached,127,1664,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"721 S ABERDEEN ST, CHICAGO, IL",-87.6540082,41.8723458,60607,A-HD,17174110110000,211,"Two to Six Apartments, Over 62 Years                                                         ",7800,33381,41181,411810,6500,30555,37055,6500,30555,37055,2013,77,592,CITY,77002,132,721,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Stucco     ,3,0,Full and Unfinished, ,2,0, ,127,2056,2600,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1073 W VERNON PARK PL, CHICAGO, IL",-87.6540081,41.8728337,60607,A-HD,17174110020000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7500,30953,38453,384530,6250,25963,32213,6250,25963,32213,2013,77,592,CITY,77002,132,1073,W,VERNON PARK ,PL, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,0,Partial and Unfinished,None,1,0, ,127,8275,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"713 S ABERDEEN ST, CHICAGO, IL",-87.6539998,41.8725326,60607,A-HD,17174110290000,211,"Two to Six Apartments, Over 62 Years                                                         ",9915,41000,50915,509150,8262,44736,52998,8262,44736,52998,2013,77,592,CITY,77002,132,713,S,ABERDEEN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,3,Full and Unfinished,None,2,0, ,125,4100,3305,     ,        ,0,0,     ,0,1,6102793,Appeal Review Complete       ,Assessed Value Adjusted,3,Assessed Value Adjusted,65547,56519,10/19/2015
"917 S ABERDEEN ST, CHICAGO, IL",-87.6539974,41.8701841,60607,A-HD,17174190070000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,31703,39203,392030,6250,29448,35698,6250,29448,35698,2013,77,592,CITY,77002,132,917,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,137,1524,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"923 S ABERDEEN ST, CHICAGO, IL",-87.6539955,41.870036,60607,A-HD,17174190090000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,30970,38470,384700,6250,26914,33164,6250,26914,33164,2013,77,592,CITY,77002,132,923,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0,1 1/2 Car Detached,137,1890,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"913 S ABERDEEN ST, CHICAGO, IL",-87.6539931,41.8703159,60607,A-HD,17174190050000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,31326,38826,388260,6250,30606,36856,6250,30606,36856,2013,77,592,CITY,77002,132,913,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0,1 Car Detached,132,1960,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"915 S ABERDEEN ST, CHICAGO, IL",-87.6539899,41.8702489,60607,A-HD,17174190060000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,40966,48466,484660,6250,33565,39815,6250,33565,39815,2013,77,592,CITY,77002,132,915,S,ABERDEEN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,102,4044,2500,     ,        ,0,0,     ,0,1,98013,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,55646,53468,10/19/2015
"919 S ABERDEEN ST, CHICAGO, IL",-87.6539769,41.8701124,60607,A-HD,17174190080000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,48751,56251,562510,6250,47476,53726,6250,47476,53726,2013,77,592,CITY,77002,132,919,S,ABERDEEN ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0, ,137,2711,2500,     ,        ,0,0,     ,0,1,9108198,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,65251,56251,10/19/2015
"1073 W POLK ST, CHICAGO, IL",-87.6539484,41.8716716,60607,A-HD,17174180150000,211,"Two to Six Apartments, Over 62 Years                                                         ",7200,28361,35561,355610,6000,18999,24999,6000,18999,24999,2013,77,592,CITY,77002,132,1073,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0,1 Car Detached,127,1287,2400,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1071 W VERNON PARK PL, CHICAGO, IL",-87.653923,41.8728277,60607,A-HD,17174110030000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,35605,43105,431050,6250,32054,38304,6250,32054,38304,2013,77,592,CITY,77002,132,1071,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,127,2288,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1072 W TAYLOR ST, CHICAGO, IL",-87.6538967,41.8696756,60607,A-HD,17174190220000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,65979,73479,734790,6250,53927,60177,6250,44914,51164,2013,77,592,CITY,77002,132,1072,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,3,0,Full and Apartment,None,2,0,2 Cars Detached,137,2961,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1069 W VERNON PARK PL, CHICAGO, IL",-87.6538349,41.8728335,60607,A-HD,17174110040000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,33464,40964,409640,6250,29406,35656,6250,29406,35656,2013,77,592,CITY,77002,132,1069,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Full and Unfinished,None,2,0, ,127,1942,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1068 W POLK ST, CHICAGO, IL",-87.6538335,41.8720408,60607,A-HD,17174110210000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,39643,47143,471430,6250,40084,46334,6250,40084,46334,2013,77,592,CITY,77002,132,1068,W,POLK ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Slab and Unfinished,None,1,0, ,28,4200,2500,     ,        ,0,0,     ,0,1,99039,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,60578,47143,10/19/2015
"1070 W TAYLOR ST, CHICAGO, IL",-87.6538246,41.8696518,60607,A-HD,17174190230000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,40321,47821,478210,6250,35875,42125,6250,26862,33112,2013,77,592,CITY,77002,132,1070,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Formal Rec. Room,None,2,0,2 Cars Detached,137,2880,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1067 W POLK ST, CHICAGO, IL",-87.65377,41.8716497,60607,A-HD,17174180170000,211,"Two to Six Apartments, Over 62 Years                                                         ",7200,37284,44484,444840,6000,38385,44385,6000,38385,44385,2013,77,592,CITY,77002,132,1067,W,POLK ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,3,Slab and Unfinished,None,1,0, ,33,3030,2400,     ,        ,0,0,     ,0,1,99040,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,58946,44484,10/19/2015
"1068 W TAYLOR ST, CHICAGO, IL",-87.6537502,41.8696551,60607,A-HD,17174190240000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7500,68928,76428,764280,6250,50340,56590,6250,41055,47305,2013,77,592,CITY,77002,132,1068,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,3,1,Full and Apartment,None,2,0,2 Cars Detached,134,3177,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1065 W VERNON PARK PL, CHICAGO, IL",-87.6537351,41.8728339,60607,A-HD,17174110050000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,30803,38303,383030,6250,25476,31726,6250,25476,31726,2013,77,592,CITY,77002,132,1065,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Craw and Formal Rec. Room,None,2,0, ,127,1834,2500,     ,        ,0,0,     ,0,1,98016,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,38303,38303,10/19/2015
"1065 W POLK ST, CHICAGO, IL",-87.6536825,41.8716392,60607,A-HD,17174180180000,211,"Two to Six Apartments, Over 62 Years                                                         ",7200,37608,44808,448080,6000,30600,36600,6000,30600,36600,2013,77,592,CITY,77002,132,1065,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished, ,2,0, ,127,2320,2400,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1066 W TAYLOR ST, CHICAGO, IL",-87.6536489,41.8696769,60607,A-HD,17174190250000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10350,61647,71997,719970,8625,46480,55105,8625,46480,55105,2013,77,592,CITY,77002,132,1066,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,0,Partial and Unfinished,None,2,0,2 Cars Attached,142,6592,3450,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1063 W VERNON PARK PL, CHICAGO, IL",-87.6536395,41.8728327,60607,A-HD,17174110060000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,34761,42261,422610,6250,31264,37514,6250,31264,37514,2013,77,592,CITY,77002,132,1063,W,VERNON PARK ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,127,1804,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1067 W TAYLOR ST, CHICAGO, IL",-87.6536007,41.8692677,60607,A-HD,17174280030000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",8685,57674,66359,663590,8685,57674,66359,8685,57674,66359,2013,77,592,CITY,77002,132,1067,W,TAYLOR ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,127,0,5109,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1063 W POLK ST, CHICAGO, IL",-87.6535995,41.8716414,60607,A-HD,17174180190000,211,"Two to Six Apartments, Over 62 Years                                                         ",7200,32819,40019,400190,6000,29167,35167,6000,29167,35167,2013,77,592,CITY,77002,132,1063,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,137,2356,2400,     ,        ,0,1,11/1/2007,405000,1,91192,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,43086,43086,10/19/2015
"1060 W POLK ST, CHICAGO, IL",-87.6535758,41.8720324,60607,A-HD,17174110230000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",12750,86341,99091,990910,12750,60096,72846,12750,60096,72846,2013,77,592,CITY,77002,132,1060,W,POLK ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,127,0,5000,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"722 S CARPENTER ST, CHICAGO, IL",-87.6535625,41.8722734,60607,A-HD,17174110170000,211,"Two to Six Apartments, Over 62 Years                                                         ",7020,66072,73092,730920,5850,37736,43586,5850,37736,43586,2013,77,592,CITY,77002,132,722,S,CARPENTER ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Attached,127,2473,2340,     ,        ,0,2,9/1/2000,320000,0,0,                  ,,0,,0,0,     
"1062 W TAYLOR ST, CHICAGO, IL",-87.6535469,41.869668,60607,A-HD,17174190260000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",12000,51750,63750,637500,10000,48610,58610,10000,48610,58610,2013,77,592,CITY,77002,132,1062,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,1,0, ,43,5184,4000,     ,        ,0,2,8/1/1993,260000,1,102191,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,72986,72986,10/19/2015
"718 S CARPENTER ST, CHICAGO, IL",-87.6535302,41.872425,60607,A-HD,17174110150000,211,"Two to Six Apartments, Over 62 Years                                                         ",7020,37882,44902,449020,5850,33692,39542,5850,33692,39542,2013,77,592,CITY,77002,132,718,S,CARPENTER ,ST,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,1,Full and Unfinished,None,2,0, ,127,2681,2340,     ,        ,0,2,8/1/2014,397000,0,0,                  ,,0,,0,0,     
"720 S CARPENTER ST, CHICAGO, IL",-87.6534988,41.8723446,60607,A-HD,17174110160000,211,"Two to Six Apartments, Over 62 Years                                                         ",7020,29400,36420,364200,5850,25700,31550,5850,27800,33650,2013,77,592,CITY,77002,132,720,S,CARPENTER ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Formal Rec. Room,None,2,0, ,127,2000,2340,     ,        ,0,1,10/1/2009,415000,1,114665,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,42102,39464,10/19/2015
"712 S CARPENTER ST, CHICAGO, IL",-87.6534931,41.8725783,60607,A-HD,17174110130000,211,"Two to Six Apartments, Over 62 Years                                                         ",8706,42675,51381,513810,7255,37410,44665,7255,37410,44665,2013,77,592,CITY,77002,132,712,S,CARPENTER ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,124,4479,2902,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"912 S CARPENTER ST, CHICAGO, IL",-87.6534804,41.870319,60607,A-HD,17174190150000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,34660,42160,421600,6250,29276,35526,6250,29276,35526,2013,77,592,CITY,77002,132,912,S,CARPENTER ,ST, ,CHICAGO,1.5 - 1.9        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Apartment,Full and Living Area,1,1,2 Cars Detached,138,2481,2500,     ,        ,0,0,     ,0,1,93108,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,48282,46647,10/19/2015
"916 S CARPENTER ST, CHICAGO, IL",-87.6534697,41.8701803,60607,A-HD,17174190170000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,32656,40156,401560,6250,32161,38411,6250,32161,38411,2013,77,592,CITY,77002,132,916,S,CARPENTER ,ST,1,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0,1 Car Detached,137,2418,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"908 S CARPENTER ST, CHICAGO, IL",-87.6534644,41.8703908,60607,A-HD,17174190140000,211,"Two to Six Apartments, Over 62 Years                                                         ",7500,35705,43205,432050,6250,34387,40637,6250,34387,40637,2013,77,592,CITY,77002,132,908,S,CARPENTER ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,3,1,Partial and Unfinished, ,2,0,2 Cars Detached,127,2622,2500,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1059 W TAYLOR ST, CHICAGO, IL",-87.6534607,41.8692739,60607,A-HD,17174280040000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7578,48887,56465,564650,6315,42359,48674,6315,42359,48674,2013,77,592,CITY,77002,132,1059,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,1,Masonry    ,2,0,Partial and Unfinished, ,2,0, ,127,3084,2526,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1058 W POLK ST, CHICAGO, IL",-87.6534323,41.8720643,60607,A-HD,17174110240000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",7599,73450,81049,810490,7599,51124,58723,7599,51124,58723,2013,77,592,CITY,77002,132,1058,W,POLK ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,97,0,2980,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
